artikelcode,merk,omschrijving
61241031-12478,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4350lm 4000K UGR<16 Matt
63241031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4350lm 4000K UGR<16 Matt 1-10V
62241031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4350lm 4000K UGR<16 Matt DALI
61141031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4450lm 4000K UGR<16 Hoogglans
63141031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4450lm 4000K UGR<16 Hoogglans 1-10V
62141031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4450lm 4000K UGR<16 Hoogglans DALI
1029948-DA,Pragmalux,Pragmalux LED Lowbay Copa G2 100W 13500lm 3000-4000K 2-CCT DALI Wit RAL9016
1000862,Pragmalux,Pragmalux LED Noodmodule 3uur manueel
21241031-17972,Pragmalux,Pragmalux LED Opbouw 1500x110mm 28W 3400lm 3000K UGR<19 Microprismalens
22024-41102-1,Pragmalux,Pragmalux LED opbouw armatuur 1500x150x70 30W 3500lm Spiegel Matt UGR<16 3000K CRI80 ON/OFF Push-in hart invoer trekontlasting RAL 9003
3501231,Pragmalux,Pragmalux LED Opbouw Downlight Mado 130 Darklight 13W 3000K 1545lm Ø130 Buitenmaat - Hoogte Ø140 UGR<17
3501251,Pragmalux,Pragmalux LED Opbouw Downlight Mado 130 Darklight 13W 4000K 1620lm Ø130 Buitenmaat - Hoogte Ø140 UGR<17
3501230,Pragmalux,Pragmalux LED Opbouw Downlight Mado 130 Darklight 9W 3000K 1170lm Ø130 Buitenmaat - Hoogte Ø140 UGR<17
3501250,Pragmalux,Pragmalux LED Opbouw Downlight Mado 130 Darklight 9W 4000K 1230lm Ø130 Buitenmaat - Hoogte Ø140 UGR<17
3501239,Pragmalux,Pragmalux LED Opbouw Downlight Mado 130 Mat IP40 13W 3000K 1390lm Ø130 Buitenmaat - Hoogte Ø140
3501253,Pragmalux,Pragmalux LED Opbouw Downlight Mado 130 Mat IP40 13W 4000K 1460lm Ø130 Buitenmaat - Hoogte Ø140
3501453,Pragmalux,Pragmalux LED Opbouw Downlight Mado 130 Mat IP40 19W 3000K 1900lm Ø130 Buitenmaat - Hoogte Ø140
3501454,Pragmalux,Pragmalux LED Opbouw Downlight Mado 130 Mat IP40 19W 4000K 1985lm Ø130 Buitenmaat - Hoogte Ø140
3501451,Pragmalux,Pragmalux LED Opbouw Downlight Mado 130 Mat IP40 5W 3000K 635lm Ø130 Buitenmaat - Hoogte Ø140
3501452,Pragmalux,Pragmalux LED Opbouw Downlight Mado 130 Mat IP40 5W 4000K 665lm Ø130 Buitenmaat - Hoogte Ø140
3501238,Pragmalux,Pragmalux LED Opbouw Downlight Mado 130 Mat IP40 9W 3000K 1025lm Ø130 Buitenmaat - Hoogte Ø140
3501252,Pragmalux,Pragmalux LED Opbouw Downlight Mado 130 Mat IP40 9W 4000K 1075lm Ø130 Buitenmaat - Hoogte Ø140
3501221,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Darklight 12W 3000K 1860lm Ø160 Buitenmaat - Hoogte Ø150 UGR<17
3501222,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Darklight 12W 4000K 1960lm Ø160 Buitenmaat - Hoogte Ø150 UGR<17
3501223,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Darklight 18W 3000K 2605lm Ø160 Buitenmaat - Hoogte Ø150 UGR<17
3501224,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Darklight 18W 4000K 2735lm Ø160 Buitenmaat - Hoogte Ø150 UGR<17
3501246,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Mat IP40 12W 3000K 1565lm Ø160 Buitenmaat - Hoogte Ø150
3501247,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Mat IP40 12W 4000K 1645lm Ø160 Buitenmaat - Hoogte Ø150
3501724,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Mat IP40 18W 2700K 2080lm Ø160 Buitenmaat - Hoogte Ø150
3501248,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Mat IP40 18W 3000K 2190lm Ø160 Buitenmaat - Hoogte Ø150
3501733,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Mat IP40 18W 3000K 2190lm Ø160 Buitenmaat - Hoogte Ø150 RAL 9010
3501734,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Mat IP40 18W 3000K 2190lm Ø160 Buitenmaat - Hoogte Ø150 RAL 9010 - DALI
3501249,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Mat IP40 18W 4000K 2300lm Ø160 Buitenmaat - Hoogte Ø150
3501457,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Mat IP40 25W 3000K 2990lm Ø160 Buitenmaat - Hoogte Ø150
3501458,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Mat IP40 25W 4000K 3140lm Ø160 Buitenmaat - Hoogte Ø150
3501455,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Mat IP40 9W 3000K 1125lm Ø160 Buitenmaat - Hoogte Ø150
3501456,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Mat IP40 9W 4000K 1185lm Ø160 Buitenmaat - Hoogte Ø150
3501727,Pragmalux,Pragmalux LED Opbouw Downlight Mado 160 Zwart IP40 18W 3000K 2190lm Ø160 Buitenmaat - Hoogte Ø150
3501336,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Darklight 12W 4000K 1869lm Ø205 Buitenmaat - Hoogte Ø190
3501375,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Darklight 18W 3000K 2486lm Ø205 Buitenmaat - Hoogte Ø190
3501347,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Darklight 25W 3000K 3395lm Ø205 Buitenmaat - Hoogte Ø190
3501359,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Darklight 25W 4000K 3566lm Ø205 Buitenmaat - Hoogte Ø190
3501335,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Kruis rooster IP40 12W 4000K 1510lm Ø205 Buitenmaat - Hoogte Ø190 UGR<17
3501374,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Kruis rooster IP40 18W 3000K 2015lm Ø205 Buitenmaat - Hoogte Ø190 UGR<17
3501346,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Kruis rooster IP40 25W 3000K 2750lm Ø205 Buitenmaat - Hoogte Ø190 UGR<17
3501358,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Kruis rooster IP40 25W 4000K 2885lm Ø205 Buitenmaat - Hoogte Ø190 UGR<17
3501330,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 12W 3000K 1545lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18
3501330-N,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 12W 3000K 1545lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18 + NOOD
3501337,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 12W 4000K 1625lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18
3501461,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 18W 3000K 2160lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18
3501462,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 18W 4000K 2270lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18
3501761,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 25W 3000K 2950lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18
3501348,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 25W 3000K 2950lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18
3501729,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 25W 3000K 2950lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18 + DALI
3501731,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 25W 3000K 2950lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18 + noodmodule
3501360,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 25W 4000K 3100lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18
3501463,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 33W 3000K 3690lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18
3501464,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 33W 4000K 3875lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18
3501459,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 9W 3000K 1110lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18
3501460,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205 Mat IP40 9W 4000K 1170lm Ø205 Buitenmaat - Hoogte Ø190 UGR<18
3501387,Pragmalux,Pragmalux LED Opbouw Downlight Mado 205-190 Darklight 33W 3000K 4248lm Ø205 Buitenmaat - Hoogte Ø190
51141030-17972,Pragmalux,Pragmalux LED Opbouw Miro 30x150cm 40W 5200lm 3000K UGR<19 Microprismalens
9172643,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø1200mm 150W 3000K/3500K/4000K 14450lm/14900lm/14630lm Wit - DALI
9172644,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø1200mm 150W 3000K/3500K/4000K 14450lm/14900lm/14630lm Zwart - DALI
9011215,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø1200mm Pendelset Wit
9011216,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø1200mm Pendelset Zwart
9011209,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø480mm & Ø600mm Pendelset Wit
9011210,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø480mm & Ø600mm Pendelset Zwart
9172634,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø480mm 40W 3000K/3500K/4000K 3330lm/3480lm/3510lm Wit - DALI
9172635,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø480mm 40W 3000K/3500K/4000K 3330lm/3480lm/3510lm Zwart - DALI
9172637,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø600mm 57W 3000K/3500K/4000K 5220lm/5540lm/5575lm Wit - DALI
9172638,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø600mm 57W 3000K/3500K/4000K 5220lm/5540lm/5575lm Zwart - DALI
9172640,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø900mm 92W 3000K/3500K/4000K 7540lm/7850lm/7900lm Wit - DALI
9172641,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø900mm 92W 3000K/3500K/4000K 7540lm/7850lm/7900lm Zwart - DALI
9011212,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø900mm Pendelset Wit
9011213,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Zalo Ø900mm Pendelset Zwart
4241038-15350,Pragmalux,Pragmalux LED Opbouwarmatuur (LxWxH) 1170x197x47 Opbouw 30W 3750lm 4000K UGR<19 Microprisma Push-wire + Cable clamp
4241038-18055,Pragmalux,Pragmalux LED Opbouwarmatuur (LxWxH) 1170x197x47 Opbouw 30W 3750lm 4000K UGR<19 Microprisma Push-wire + Cable clamp
21232030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 29W 3600lm 3000K UGR<16 Matt
23232030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 29W 3600lm 3000K UGR<16 Matt 1-10V
22232030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 29W 3600lm 3000K UGR<16 Matt DALI
21132030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 29W 3700lm 3000K UGR<16 Hoogglans
23132030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 29W 3700lm 3000K UGR<16 Hoogglans 1-10V
22132030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 29W 3700lm 3000K UGR<16 Hoogglans DALI
21242030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 29W 3700lm 4000K UGR<16 Matt
23242030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 29W 3700lm 4000K UGR<16 Matt 1-10V
22242030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 29W 3700lm 4000K UGR<16 Matt DALI
21142030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 29W 3800lm 4000K UGR<16 Hoogglans
23142030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 29W 3800lm 4000K UGR<16 Hoogglans 1-10V
22142030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 29W 3800lm 4000K UGR<16 Hoogglans DALI
21232031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 34W 4250lm 3000K UGR<16 Matt
23232031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 34W 4250lm 3000K UGR<16 Matt 1-10V
22232031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 34W 4250lm 3000K UGR<16 Matt DALI
21132031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 34W 4350lm 3000K UGR<16 Hoogglans
23132031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 34W 4350lm 3000K UGR<16 Hoogglans 1-10V
22132031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 34W 4350lm 3000K UGR<16 Hoogglans DALI
21242031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 34W 4350lm 4000K UGR<16 Matt
23242031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 34W 4350lm 4000K UGR<16 Matt 1-10V
22242031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 34W 4350lm 4000K UGR<16 Matt DALI
21142031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 34W 4450lm 4000K UGR<16 Hoogglans
23142031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 34W 4450lm 4000K UGR<16 Hoogglans 1-10V
22142031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x120cm 34W 4450lm 4000K UGR<16 Hoogglans DALI
51232030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 40W 5000lm 3000K UGR<16 Matt
52232030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 40W 5000lm 3000K UGR<16 Matt DALI
51132030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 40W 5100lm 3000K UGR<16 Hoogglans
52132030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 40W 5100lm 3000K UGR<16 Hoogglans DALI
51132030-18056,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 40W 5100lm 3000K UGR<19 Microprisma
51242030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 40W 5100lm 4000K UGR<16 Matt
52242030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 40W 5100lm 4000K UGR<16 Matt DALI
51142030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 40W 5200lm 4000K UGR<16 Hoogglans
51142030-11091,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 40W 5200lm 4000K UGR<16 Hoogglans
52142030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 40W 5200lm 4000K UGR<16 Hoogglans DALI
51232031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 61W 7625lm 3000K UGR<16 Matt
52232031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 61W 7625lm 3000K UGR<16 Matt DALI
51242031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 61W 7675lm 4000K UGR<16 Matt
52242031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 61W 7675lm 4000K UGR<16 Matt DALI
51132031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 61W 7725lm 3000K UGR<16 Hoogglans
52132031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 61W 7725lm 3000K UGR<16 Hoogglans DALI
51142031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 61W 7800lm 4000K UGR<16 Hoogglans
52142031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 30x150cm 61W 7800lm 4000K UGR<16 Hoogglans DALI
61232030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 29W 3600lm 3000K UGR<16 Matt
63232030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 29W 3600lm 3000K UGR<16 Matt 1-10V
62232030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 29W 3600lm 3000K UGR<16 Matt DALI
61132030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 29W 3700lm 3000K UGR<16 Hoogglans
63132030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 29W 3700lm 3000K UGR<16 Hoogglans 1-10V
62132030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 29W 3700lm 3000K UGR<16 Hoogglans DALI
61242030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 29W 3700lm 4000K UGR<16 Matt
63242030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 29W 3700lm 4000K UGR<16 Matt 1-10V
62242030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 29W 3700lm 4000K UGR<16 Matt DALI
61142030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 29W 3800lm 4000K UGR<16 Hoogglans
63142030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 29W 3800lm 4000K UGR<16 Hoogglans 1-10V
62142030,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 29W 3800lm 4000K UGR<16 Hoogglans DALI
61232031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 34W 4250lm 3000K UGR<16 Matt
63232031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 34W 4250lm 3000K UGR<16 Matt 1-10V
62232031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 34W 4250lm 3000K UGR<16 Matt DALI
61132031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 34W 4350lm 3000K UGR<16 Hoogglans
63132031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 34W 4350lm 3000K UGR<16 Hoogglans 1-10V
62132031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 34W 4350lm 3000K UGR<16 Hoogglans DALI
61242031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 34W 4350lm 4000K UGR<16 Matt
63242031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 34W 4350lm 4000K UGR<16 Matt 1-10V
62242031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 34W 4350lm 4000K UGR<16 Matt DALI
61142031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 34W 4450lm 4000K UGR<16 Hoogglans
63142031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 34W 4450lm 4000K UGR<16 Hoogglans 1-10V
62142031,Pragmalux,Pragmalux LED Opbouwarmatuur Miro 60x60cm 34W 4450lm 4000K UGR<16 Hoogglans DALI
2030985-DA,Pragmalux,Pragmalux LED Opbouwarmatuur Optic matte reflector 150x1520mm 36W 4350-4750lm 3000K-3500K-4000K 3CCT CRI>90 UGR<16 wit RAL9003 + Philips DALI driver
2030985-PH,Pragmalux,Pragmalux LED Opbouwarmatuur Optic matte reflector 150x1520mm 36W 4350-4750lm 3000K-3500K-4000K 3CCT CRI>90 UGR<16 wit RAL9003 + Philips driver
2030985,Pragmalux,Pragmalux LED Opbouwarmatuur Optic matte reflector 150x1520mm 36W 4350-4750lm 3000K-3500K-4000K 3CCT CRI>90 UGR<16 wit RAL9003 excl.driver
2030992-PH,Pragmalux,Pragmalux LED Opbouwarmatuur Optic matte reflector 150x1520mm 36W 4350-4750lm 6500K CRI>90 UGR<16 wit RAL9003 + Philips driver
2030992,Pragmalux,Pragmalux LED Opbouwarmatuur Optic matte reflector 150x1520mm 36W 4350-4750lm 6500K CRI>90 UGR<16 wit RAL9003 excl.driver
3501618,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Opaal 39W 3000K 4655lm UGR<22
3501636,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Opaal 39W 3000K 4655lm UGR<22 DALI
3501627,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Opaal 39W 4000K 4900lm UGR<22
3501645,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Opaal 39W 4000K 4900lm UGR<22 DALI
3501619,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Opaal 54W 3000K 6270lm UGR<22
3501637,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Opaal 54W 3000K 6270lm UGR<22 DALI
3501628,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Opaal 54W 4000K 6600lm UGR<22
3501646,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Opaal 54W 4000K 6600lm UGR<22 DALI
3501582,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Prisma 39W 3000K 4236lm UGR<19
3501600,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Prisma 39W 3000K 4236lm UGR<19 DALI
3501591,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Prisma 39W 4000K 4459lm UGR<19
3501609,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Prisma 39W 4000K 4459lm UGR<19 DALI
3501583,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Prisma 54W 3000K 5706lm UGR<19
3501601,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Prisma 54W 3000K 5706lm UGR<19 DALI
3501592,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Prisma 54W 4000K 6006lm UGR<19
3501610,Pragmalux,Pragmalux LED Paneel 30x120cm Clean IP65 Prisma 54W 4000K 6006lm UGR<19 DALI
3501562,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Opaal 30W 3000K 3105lm UGR<20
3501678,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Opaal 30W 3000K 3105lm UGR<20 DALI
3501573,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Opaal 30W 4000K 3260lm UGR<20
3501689,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Opaal 30W 4000K 3260lm UGR<20 DALI
3501563,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Opaal 40W 3000K 4140lm UGR<20
3501679,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Opaal 40W 3000K 4140lm UGR<20 DALI
3501574,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Opaal 40W 4000K 4345lm UGR<20
3501690,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Opaal 40W 4000K 4345lm UGR<20 DALI
3501564,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Opaal 45W 3000K 4660m UGR<20
3501680,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Opaal 45W 3000K 4660m UGR<20 DALI
3501575,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Opaal 45W 4000K 4885lm UGR<20
3501691,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Opaal 45W 4000K 4885lm UGR<20 DALI
3501540,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Prisma 30W 3000K 3450lm UGR<19
3501656,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Prisma 30W 3000K 3450lm UGR<19 DALI
3501551,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Prisma 30W 4000K 3620lm UGR<19
3501667,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Prisma 30W 4000K 3620lm UGR<19 DALI
3501541,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Prisma 40W 3000K 4600lm UGR<19
3501657,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Prisma 40W 3000K 4600lm UGR<19 DALI
3501552,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Prisma 40W 4000K 4830lm UGR<19
3501668,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Prisma 40W 4000K 4830lm UGR<19 DALI
3501542,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Prisma 45W 3000K 5175lm UGR<19
3501658,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Prisma 45W 3000K 5175lm UGR<19 DALI
3501553,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Prisma 45W 4000K 5430lm UGR<19
3501669,Pragmalux,Pragmalux LED Paneel 30x120cm Spruzi IP44 Prisma 45W 4000K 5430lm UGR<19 DALI
3501622,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Opaal 49W 3000K 5795lm UGR<22
3501640,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Opaal 49W 3000K 5795lm UGR<22 DALI
3501631,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Opaal 49W 4000K 6100lm UGR<22
3501649,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Opaal 49W 4000K 6100lm UGR<22 DALI
3501623,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Opaal 99W 3000K 10925lm UGR<22
3501641,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Opaal 99W 3000K 10925lm UGR<22 DALI
3501632,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Opaal 99W 4000K 11500lm UGR<22
3501650,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Opaal 99W 4000K 11500lm UGR<22 DALI
3501586,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Prisma 49W 3000K 5273lm UGR<19
3501604,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Prisma 49W 3000K 5273lm UGR<19 DALI
3501595,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Prisma 49W 4000K 5551lm UGR<19
3501613,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Prisma 49W 4000K 5551lm UGR<19 DALI
3501587,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Prisma 99W 3000K 9942lm UGR<19
3501605,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Prisma 99W 3000K 9942lm UGR<19 DALI
3501596,Pragmalux,Pragmalux LED Paneel 30x150cm Clean IP65 Prisma 99W 4000K 10465lm UGR<19
