artikelcode,merk,omschrijving
3501388,Pragmalux,Pragmalux LED Downlight Mado 195 IP44 18W 3000K 2370m Ø195 Buitenmaat - Gatmaat Ø180 UGR<19
3501344,Pragmalux,Pragmalux LED Downlight Mado 195 Kruis rooster IP44 25W 3000K 2750lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<17
3501355,Pragmalux,Pragmalux LED Downlight Mado 195 Kruis rooster IP44 25W 4000K 2885lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<17
3501367,Pragmalux,Pragmalux LED Downlight Mado 195 Kruis rooster IP44 39W 3000K 3960lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<17
3501370,Pragmalux,Pragmalux LED Downlight Mado 195 Kruis rooster IP44 39W 4000K 4085lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<17
3501383,Pragmalux,Pragmalux LED Downlight Mado 195 Mat IP44 12W 3000K 1545lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<18
3501384,Pragmalux,Pragmalux LED Downlight Mado 195 Mat IP44 12W 4000K 1625lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<18
3501385,Pragmalux,Pragmalux LED Downlight Mado 195 Mat IP44 18W 3000K 2160lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<18
3501386,Pragmalux,Pragmalux LED Downlight Mado 195 Mat IP44 18W 4000K 2270lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<18
3501345,Pragmalux,Pragmalux LED Downlight Mado 195 Mat IP44 25W 3000K 2950lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<18
3501357,Pragmalux,Pragmalux LED Downlight Mado 195 Mat IP44 25W 4000K 3100lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<18
3501410,Pragmalux,Pragmalux LED Downlight Mado 195 Mat IP44 33W 3000K 3690lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<18
3501411,Pragmalux,Pragmalux LED Downlight Mado 195 Mat IP44 33W 4000K 3875lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<18
3501369,Pragmalux,Pragmalux LED Downlight Mado 195 Mat IP44 39W 3000K 4250lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<18
3501372,Pragmalux,Pragmalux LED Downlight Mado 195 Mat IP44 39W 4000K 4385lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<18
3501478,Pragmalux,Pragmalux LED Downlight Mado 195 Mat IP44 9W 3000K 1110lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<18
3501479,Pragmalux,Pragmalux LED Downlight Mado 195 Mat IP44 9W 4000K 1170lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<18
3501421,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 12W 3000K 1777lm Ø240 Buitenmaat - Gatmaat Ø200
3501421-N,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 12W 3000K 1777lm Ø240 Buitenmaat - Gatmaat Ø200 + Nood 1h &Autotest
3501422,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 12W 4000K 1869lm Ø240 Buitenmaat - Gatmaat Ø200
3501719,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 18W 3000K 2486lm Ø240 Buitenmaat - Gatmaat Ø180 DALI
3501720,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 18W 3000K 2486lm Ø240 Buitenmaat - Gatmaat Ø180 DALI + noodmodule 1 uur autotest
3501423,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 18W 3000K 2486lm Ø240 Buitenmaat - Gatmaat Ø200
3501424,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 18W 4000K 2612lm Ø240 Buitenmaat - Gatmaat Ø200
3501425,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 25W 3000K 3395lm Ø240 Buitenmaat - Gatmaat Ø200
3501728,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 25W 3000K 3395lm Ø240 Buitenmaat - Gatmaat Ø200 + DALI
3501426,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 25W 4000K 3566lm Ø240 Buitenmaat - Gatmaat Ø200
3501427,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 33W 3000K 4248lm Ø240 Buitenmaat - Gatmaat Ø200
3501428,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 33W 4000K 4460lm Ø240 Buitenmaat - Gatmaat Ø200
3501429,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 39W 3000K 4890lm Ø240 Buitenmaat - Gatmaat Ø200
3501430,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 39W 4000K 5048lm Ø240 Buitenmaat - Gatmaat Ø200
3501701,Pragmalux,Pragmalux LED Downlight Mado 240 Darklight 39W 6500K 5048lm Ø240 Buitenmaat - Gatmaat Ø200
3501441,Pragmalux,Pragmalux LED Downlight Mado 240 Hoogglans IP44 12W 3000K 1695lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<19
3501442,Pragmalux,Pragmalux LED Downlight Mado 240 Hoogglans IP44 12W 4000K 1780lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<19
3501443,Pragmalux,Pragmalux LED Downlight Mado 240 Hoogglans IP44 18W 3000K 2370lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<19
3501444,Pragmalux,Pragmalux LED Downlight Mado 240 Hoogglans IP44 18W 4000K 2490lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<19
3501445,Pragmalux,Pragmalux LED Downlight Mado 240 Hoogglans IP44 25W 3000K 3235lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<19
3501446,Pragmalux,Pragmalux LED Downlight Mado 240 Hoogglans IP44 25W 4000K 3395lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<19
3501447,Pragmalux,Pragmalux LED Downlight Mado 240 Hoogglans IP44 33W 3000K 4045lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<19
3501448,Pragmalux,Pragmalux LED Downlight Mado 240 Hoogglans IP44 33W 4000K 4250lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<19
3501449,Pragmalux,Pragmalux LED Downlight Mado 240 Hoogglans IP44 39W 3000K 4655lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<19
3501450,Pragmalux,Pragmalux LED Downlight Mado 240 Hoogglans IP44 39W 4000K 4810lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<19
3501431,Pragmalux,Pragmalux LED Downlight Mado 240 Mat IP44 12W 3000K 1545lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<18
3501432,Pragmalux,Pragmalux LED Downlight Mado 240 Mat IP44 12W 4000K 1625lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<18
3501433,Pragmalux,Pragmalux LED Downlight Mado 240 Mat IP44 18W 3000K 2160lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<18
3501434,Pragmalux,Pragmalux LED Downlight Mado 240 Mat IP44 18W 4000K 2270lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<18
3501435,Pragmalux,Pragmalux LED Downlight Mado 240 Mat IP44 25W 3000K 2950lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<18
3501436,Pragmalux,Pragmalux LED Downlight Mado 240 Mat IP44 25W 4000K 3100lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<18
3501437,Pragmalux,Pragmalux LED Downlight Mado 240 Mat IP44 33W 3000K 3690lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<18
3501438,Pragmalux,Pragmalux LED Downlight Mado 240 Mat IP44 33W 4000K 3875lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<18
3501439,Pragmalux,Pragmalux LED Downlight Mado 240 Mat IP44 39W 3000K 4250lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<18
3501440,Pragmalux,Pragmalux LED Downlight Mado 240 Mat IP44 39W 4000K 4385lm Ø240 Buitenmaat - Gatmaat Ø200 UGR<18
3501722,Pragmalux,Pragmalux LED Downlight Mado 240 Matt 39W 3000K 4250lm Ø240 Buitenmaat - Gatmaat Ø180 IP65 DALI
3501501,Pragmalux,Pragmalux LED Downlight Mado Wit 9W 3000K 1050lm Ø150 Buitenmaat - Gatmaat Ø135 UGR<22
WSGF1092386-D4i,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet wit standaard 19,5W 2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ200 - GØ150-190 +Philips D4i driver"
1001234,Pragmalux,Pragmalux LED Downlight Zone IP54 34W 3000K CRI90 3200lm Ø190 buitenmaat - Gatmaat Ø160-170 Incl. Philips Xitanium
9113604,Pragmalux,Pragmalux LED Downlighter Flo Rond Draai-/Kantelbaar 24W 2700K CRI>90 36D 2196lm Wit - G Ø117
9119092,Pragmalux,Pragmalux LED Downlighter Flo Vierkant 1V 24W 2700K CRI>90 36D 1580lm Wit Ø130x130 F - G Ø117
9100323,Pragmalux,Pragmalux LED Driver CV 24V DC 150W
1000275,Pragmalux,Pragmalux LED Floodlight Auva IP66 50-150W Muursteun Bevestigingsbeugel 1m
1041872,Pragmalux,Pragmalux LED Gevelarmatuur Squalo V2 IP66 IK10 14W 2200K 1890lm Asymmetrisch Zwart RAL9005
1041889,Pragmalux,Pragmalux LED Gevelarmatuur Squalo V2 IP66 IK10 25W 2200K 3375lm Asymmetrisch Zwart RAL9005
9010263,Pragmalux,Pragmalux LED Gradano aansluitstuk incl. kabel 3m. Zwart
9010271,Pragmalux,Pragmalux LED Gradano Eindkap Zwart
9010262,Pragmalux,Pragmalux LED Gradano Koppelstuk Zwart incl. verbindingsplaat
9090035,Pragmalux,Pragmalux LED Gradano Opbouw Zwart 2m
9173917,Pragmalux,Pragmalux LED Gradano Spot Mini 8w 406lm 927 50D DALI
1041896,Pragmalux,Pragmalux LED Highbay 200W Noodmodule
4605234,Pragmalux,Pragmalux LED Highbay Clean HACCP 100W 4000K 14000lm 90D Wit - 1-10V Dimbaar (250W)
4605241,Pragmalux,Pragmalux LED Highbay Clean HACCP 120W 4000K 16800lm 90D Wit - 1-10V Dimbaar (250W)
4605258,Pragmalux,Pragmalux LED Highbay Clean HACCP 150W 4000K 21000lm 90D Wit - 1-10V Dimbaar (400W)
4605265,Pragmalux,Pragmalux LED Highbay Clean HACCP 200W 4000K 28000lm 90D Wit - 1-10V Dimbaar (400W)
4605272,Pragmalux,Pragmalux LED Highbay Clean HACCP Bewegingssensor
1008240,Pragmalux,Pragmalux LED Highbay Clean HACCP G2 100W 4000K 13500lm 90D Wit 0-10V Dimbaar
1008257,Pragmalux,Pragmalux LED Highbay Clean HACCP G2 120W 4000K 16200lm 90D Wit 0-10V Dimbaar
1008264,Pragmalux,Pragmalux LED Highbay Clean HACCP G2 150W 4000K 20250lm 90D Wit 0-10V Dimbaar
4605128,Pragmalux,Pragmalux LED Highbay Horizon 100W 4000K 14000lm 90D Zwart - 1-10V Dimbaar (250W)
4605135,Pragmalux,Pragmalux LED Highbay Horizon 150W 4000K 21000lm 90D Zwart - 1-10V Dimbaar (400W)
4605142,Pragmalux,Pragmalux LED Highbay Horizon 200W 4000K 28000lm 90D Zwart - 1-10V Dimbaar (400W)
4605180,Pragmalux,Pragmalux LED Highbay Horizon/Ultra Aluminium Kap
4605159,Pragmalux,Pragmalux LED Highbay Horizon/Ultra Bewegingssensor
4605166,Pragmalux,Pragmalux LED Highbay Horizon/Ultra Bewegingssensor Afstandsbediening
4605173,Pragmalux,Pragmalux LED Highbay Horizon/Ultra PC Kap
4605296,Pragmalux,Pragmalux LED Highbay Rex 100W 4000K 12500lm 50x90D Zwart - 1-10V Dimbaar (250W)
4605302,Pragmalux,Pragmalux LED Highbay Rex 150W 4000K 18750lm 50x90D Zwart - 1-10V Dimbaar (250W)
4605319,Pragmalux,Pragmalux LED Highbay Rex 200W 4000K 25000lm 50x90D Zwart - 1-10V Dimbaar (400W)
4605326,Pragmalux,Pragmalux LED Highbay Rex 240W 4000K 30000lm 50x90D Zwart - 1-10V Dimbaar (400W)
4605289,Pragmalux,Pragmalux LED Highbay Rex 50W 4000K 6250lm 40x120D Zwart - 1-10V Dimbaar (250W)
4605364,Pragmalux,Pragmalux LED Highbay Rex Bewegingssensor
4605357,Pragmalux,Pragmalux LED Highbay Rex Daglichtsensor IP20
4605333,Pragmalux,Pragmalux LED Highbay Rex Plafond Montagebeugel
4605340,Pragmalux,Pragmalux LED Highbay Rex Roteerbaar 50° Plafondmontagebeugel
9112152,Pragmalux,Pragmalux LED Inbouwspot Cardano 26W 3000K CRI>90 60D 2596lm Ø126 Buitenmaat
9116938,Pragmalux,"Pragmalux LED Inbouwspot Cuckoo IP20 Rond 8,4W 3000K CRI>90 38D 550lm Aluminium Ø88 Buitenmaat - Gatmaat Ø75 - Dimbaar"
9112023,Pragmalux,Pragmalux LED Inbouwspot Fasio IP44 Rond 13W 2700K CRI>90 38D 700lm Ø95 F - G Ø83 Zwart
9112017,Pragmalux,Pragmalux LED Inbouwspot Fasio IP44 Rond 13W 2700K CRI>90 38D 700lm Wit Ø95 F - G Ø83 - NIET Dimbaar
9113835,Pragmalux,Pragmalux LED Inbouwspot Fasio IP44 Vierkant 13W 2700K CRI>90 38D 700lm Zwart Ø95 F - G Ø83 - DALI
9118246,Pragmalux,Pragmalux LED Inbouwspot Fasio IP44 Vierkant 13W 3000K CRI>90 38D 700lm Zwart Ø95 F - G Ø83 - DALI
9113519,Pragmalux,Pragmalux LED Inbouwspot Pico IP44 Kantelbaar 12W 2700K CRI>90 24D 650lm Wit Ø82 F - G Ø75 Wit DALI
9113051,Pragmalux,Pragmalux LED Inbouwspot Pico IP44 Vast 12W 2700K CRI>90 38D 650lm Wit Ø82 F - G Ø75 - DALI
9112051,Pragmalux,Pragmalux LED Inbouwspot Pico IP44 Vast 12W 2700K CRI>90 38D 700lm Zwart Ø82 F - G Ø75 - DALI
9111386,Pragmalux,Pragmalux LED Inbouwspot Ponto Rond 20W 3000K CRI>90 36D 3700lm LOR85% Grijs Ø125 F - G Ø118
9112201,Pragmalux,Pragmalux LED Inbouwspot Ponto Rond 24W 3000K CRI>80 36D 2640lm Wit Ø108 F - G Ø97 DALI
9112444,Pragmalux,Pragmalux LED Inbouwspot Ponto Rond 24W 3000K CRI>90 36D 3078lm Grijs Ø108 F - G Ø97
9112448,Pragmalux,Pragmalux LED Inbouwspot Ponto Rond 24W 3000K CRI>90 36D 3078lm Wit Ø108 F - G Ø97
9112452,Pragmalux,Pragmalux LED Inbouwspot Ponto Rond 24W 3000K CRI>90 36D 3078lm Zwart Ø108 F - G Ø97
9112456,Pragmalux,Pragmalux LED Inbouwspot Ponto Rond 32W 3000K CRI>90 36D 4350lm Grijs Ø108 F - G Ø97
9112408,Pragmalux,Pragmalux LED Inbouwspot Ponto Rond 32W 3000K CRI>90 36D 4350lm Wit Ø108 F - G Ø97
9112460,Pragmalux,Pragmalux LED Inbouwspot Ponto Rond 32W 3000K CRI>90 36D 4350lm Zwart Ø108 F - G Ø97
9111049,Pragmalux,Pragmalux LED Inbouwspot Squadro 1V Grijs Ø215x215 F - G Ø205x195
9111050,Pragmalux,Pragmalux LED Inbouwspot Squadro 1V Wit Ø215x215 F - G Ø205x195
9111051,Pragmalux,Pragmalux LED Inbouwspot Squadro 1V Zwart Ø215x215 F - G Ø205x195
9111052,Pragmalux,Pragmalux LED Inbouwspot Squadro 2V Grijs Ø215x390 F - G Ø205x370
9111053,Pragmalux,Pragmalux LED Inbouwspot Squadro 2V Wit Ø215x390 F - G Ø205x370
9111054,Pragmalux,Pragmalux LED Inbouwspot Squadro 2V Zwart Ø215x390 F - G Ø205x370
9111297,Pragmalux,Pragmalux LED Inbouwspot Squadro LED Module Incl. Driver 26W 3000K CRI>80 38D 3700lm Wit
9118376,Pragmalux,Pragmalux LED Inbouwspot Squadro LED Module Incl. Driver 26W 4000K CRI>80 38D 3700lm Wit
9112432,Pragmalux,Pragmalux LED Inbouwspot Squadro LED Module Incl. Driver 42W 3000K CRI>90 PW 38D 5300lm Grijs
9112436,Pragmalux,Pragmalux LED Inbouwspot Squadro LED Module Incl. Driver 42W 3000K CRI>90 PW 38D 5300lm Wit
9112440,Pragmalux,Pragmalux LED Inbouwspot Squadro LED Module Incl. Driver 42W 3000K CRI>90 PW 38D 5300lm Zwart
9112433,Pragmalux,Pragmalux LED Inbouwspot Squadro LED Module Incl. Driver 42W 3000K CRI>90 PW 60D 5300lm Grijs
9112437,Pragmalux,Pragmalux LED Inbouwspot Squadro LED Module Incl. Driver 42W 3000K CRI>90 PW 60D 5300lm Wit
9112441,Pragmalux,Pragmalux LED Inbouwspot Squadro LED Module Incl. Driver 42W 3000K CRI>90 PW 60D 5300lm Zwart
9119630,Pragmalux,Pragmalux LED Inbouwspot Vierkant V2 Cardano 2x26W 4000K CRI>90 36D 2x3211lm Zwart DALI
9113982,Pragmalux,Pragmalux LED Inbouwspot Vita IP44 12W 2700K CRI>90 38D 650lm Wit Ø82 Buitenmaat - Gatmaat Ø75 DALI
22024-39706-1,Pragmalux,Pragmalux LED inleg armatuur 1540x200x100 30W 3500lm Spiegel Matt UGR<16 A-symmetrical 3000K CRI80 ON/OFF GST18i3 in chassis RAL 9003
13232-89921-3,Pragmalux,Pragmalux LED Inleg armatuur 595x595x64mm 33W CRI 90 3800lm 3000K DALI Micro-prisma incl. GST18i5
9114799,Pragmalux,Pragmalux LED Inlegarmatuur 60x60cm Wingar 33W 3000K 3420lm UGR<19 +Philips DALI Driver (4x14W)
9114798,Pragmalux,Pragmalux LED Inlegarmatuur 60x60cm Wingar 33W 3000K 3420lm UGR<19 +Philips Xitanium Driver (4x14W)
9114801,Pragmalux,Pragmalux LED Inlegarmatuur 60x60cm Wingar 33W 4000K 3760lm UGR<19 +Philips DALI Driver (4x14W)
9114801-GST,Pragmalux,Pragmalux LED Inlegarmatuur 60x60cm Wingar 33W 4000K 3760lm UGR<19 +Philips DALI Driver (4x14W) + GST18i3
9114800,Pragmalux,Pragmalux LED Inlegarmatuur 60x60cm Wingar 33W 4000K 3760lm UGR<19 +Philips Xitanium Driver (4x14W)
9113968,Pragmalux,Pragmalux LED Inlegarmatuur 60x60cm Wingar 45W 4000K 5004lm UGR<19 Excl. LED Driver
51141030-CS,Pragmalux,Pragmalux LED Inlegarmatuur MIRO 285x1540mm inbouw 61W 7800lm 4000K UGR<16 Hoogglans
21231030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3600lm 3000K UGR<16 Matt
23231030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3600lm 3000K UGR<16 Matt 1-10V
22231030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3600lm 3000K UGR<16 Matt DALI
21131030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3700lm 3000K UGR<16 Hoogglans
21131030-12999,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3700lm 3000K UGR<16 Hoogglans
23131030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3700lm 3000K UGR<16 Hoogglans 1-10V
22131030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3700lm 3000K UGR<16 Hoogglans DALI
21241030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3700lm 4000K UGR<16 Matt
23241030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3700lm 4000K UGR<16 Matt 1-10V
22241030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3700lm 4000K UGR<16 Matt DALI
21141030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3800lm 4000K UGR<16 Hoogglans
23141030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3800lm 4000K UGR<16 Hoogglans 1-10V
22141030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 29W 3800lm 4000K UGR<16 Hoogglans DALI
21231031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4250lm 3000K UGR<16 Matt
23231031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4250lm 3000K UGR<16 Matt 1-10V
22231031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4250lm 3000K UGR<16 Matt DALI
21131031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4350lm 3000K UGR<16 Hoogglans
23131031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4350lm 3000K UGR<16 Hoogglans 1-10V
22131031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4350lm 3000K UGR<16 Hoogglans DALI
21241031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4350lm 4000K UGR<16 Matt
21241031-12768,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4350lm 4000K UGR<16 Matt
5310010,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4350lm 4000K UGR<16 Matt + Emergency
21241031-EM,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4350lm 4000K UGR<16 Matt + noodmodule
23241031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4350lm 4000K UGR<16 Matt 1-10V
22241031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4350lm 4000K UGR<16 Matt DALI
21141031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4450lm 4000K UGR<16 Hoogglans
23141031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4450lm 4000K UGR<16 Hoogglans 1-10V
22141031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x120cm 34W 4450lm 4000K UGR<16 Hoogglans DALI
51231030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 40W 5000lm 3000K UGR<16 Matt
52231030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 40W 5000lm 3000K UGR<16 Matt DALI
51131030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 40W 5100lm 3000K UGR<16 Hoogglans
52131030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 40W 5100lm 3000K UGR<16 Hoogglans DALI
51241030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 40W 5100lm 4000K UGR<16 Matt
51241030-13661,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 40W 5100lm 4000K UGR<16 Matt
52241030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 40W 5100lm 4000K UGR<16 Matt DALI
51141030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 40W 5200lm 4000K UGR<16 Hoogglans
51141030-12785,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 40W 5200lm 4000K UGR<16 Hoogglans
51141030-15704,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 40W 5200lm 4000K UGR<16 Hoogglans
52141030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 40W 5200lm 4000K UGR<16 Hoogglans DALI
51231031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 61W 7625lm 3000K UGR<16 Matt
52231031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 61W 7625lm 3000K UGR<16 Matt DALI
51241031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 61W 7675lm 4000K UGR<16 Matt
52241031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 61W 7675lm 4000K UGR<16 Matt DALI
51131031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 61W 7725lm 3000K UGR<16 Hoogglans
52131031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 61W 7725lm 3000K UGR<16 Hoogglans DALI
51141031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 61W 7800lm 4000K UGR<16 Hoogglans
52141031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 30x150cm 61W 7800lm 4000K UGR<16 Hoogglans DALI
61231032,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 24W 3000lm 3000K UGR<16 Matt
62231032,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 24W 3000lm 3000K UGR<16 Matt DALI
61241032,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 24W 3050lm 4000K UGR<16 Matt
62241032,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 24W 3050lm 4000K UGR<16 Matt DALI
61131032,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 24W 3075lm 3000K UGR<16 Hoogglans
62131032,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 24W 3075lm 3000K UGR<16 Hoogglans DALI
61141032,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 24W 3125lm 4000K UGR<16 Hoogglans
62141032,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 24W 3125lm 4000K UGR<16 Hoogglans DALI
61231030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3600lm 3000K UGR<16 Matt
63231030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3600lm 3000K UGR<16 Matt 1-10V
62231030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3600lm 3000K UGR<16 Matt DALI
61131030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3700lm 3000K UGR<16 Hoogglans
63131030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3700lm 3000K UGR<16 Hoogglans 1-10V
62131030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3700lm 3000K UGR<16 Hoogglans DALI
61241030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3700lm 4000K UGR<16 Matt
61241030-13579,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3700lm 4000K UGR<16 Matt
63241030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3700lm 4000K UGR<16 Matt 1-10V
62241030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3700lm 4000K UGR<16 Matt DALI
61141030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3800lm 4000K UGR<16 Hoogglans
63141030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3800lm 4000K UGR<16 Hoogglans 1-10V
62141030,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 29W 3800lm 4000K UGR<16 Hoogglans DALI
61231031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4250lm 3000K UGR<16 Matt
63231031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4250lm 3000K UGR<16 Matt 1-10V
62231031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4250lm 3000K UGR<16 Matt DALI
61131031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4350lm 3000K UGR<16 Hoogglans
63131031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4350lm 3000K UGR<16 Hoogglans 1-10V
62131031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4350lm 3000K UGR<16 Hoogglans DALI
61241031,Pragmalux,Pragmalux LED Inlegarmatuur Miro 60x60cm 34W 4350lm 4000K UGR<16 Matt
